XX
-4.5732792444
-2.7964101037
-1.4641679167
6.2570043054
13.9256587718
8.3414025364
11.1206804169
19.6764362707
11.7312700362
11.1484963782
15.5269049639
7.0761915448
1.9574067953
2.60104911
1.6120321484
1.848336044
2.2149193631
0.4109212744
-0.8155274856
0.6564966504
-0.51182148
-1.176277707
-1.6359852759
-1.5419573497
4.475173855
12.3335478965
8.5623088409
10.3918035896
11.5827068959
4.7389062772
3.6819425156
4.3025258019
1.8638675733
3.0000156748
5.2945246535
7.6017019555
12.9389240785
17.706069525
6.3611447974
5.506787968
11.5146252804
2.6466142213
-1.9600243275
-4.549623442
-3.890342137
1.4637343761
4.4569385853
3.6984059122
15.5236925054
21.2816066323
11.2080992916
5.9944646347
3.720883112
4.0121917724
7.3169682904
11.1955440574
15.7616820851
21.7895702056
16.3620779265
8.6674790272
13.1704245821
11.8249164004
8.2495276859
8.3848635853
6.7179659335
10.0992154147
16.1108157597
7.7687937564
5.7366126229
5.5621469904
4.6417190018
5.3935364481
6.5437494051
9.5504081222
11.7137950018
9.331485546
11.6369640731
14.5782879996
6.1988614937
6.7302596067
9.523708817
5.8322092712
10.2911637905
11.5585645602
12.8427475402
16.463475094
10.8416837058
4.0158445443
1.2555933991
0.7666173356
0.1562167489
0.508596566
1.6922662398
3.4066052473
9.3927921574
20.7764511361
14.042724141
10.990667267
10.3654567523
2.4702768704
-0.086269583
-3.1656217378
-2.9585367899
0.7192599069
2.5881529462
2.7227805033
2.0995830502
0.5865483107
-0.0502352245
-0.101365155
-0.2935104592
0.3589473696
1.9785554226
4.856160485
3.1468815201
6.514763646
10.567222997
10.1448493738
17.6342779322
22.6211574724
10.5953378605
5.9012418267
2.046741512
8.8862691469
27.1147972465
26.8614057107
16.4831426556
10.3567113699
2.9269622593
0.4166276403
2.7083176136
1.9113816142
4.3151856326
7.6115967599
6.6546606666
7.3857103577
18.4236766404
25.2957134032
37.5986012376
55.4428012218
34.774548765
22.0036156002
10.2907748749
2.5438207233
6.6590753456
8.0957265809
5.3038581626
8.0748395592
8.9960798104
7.234149852
11.0769344296
15.3216869087
7.8850483138
5.9039880957
5.1558250114
5.1447166577
10.8375158818
16.4575154357
13.1243877938
20.6523135184
24.4488933752
10.9327364689
6.6143884667
1.9109135667
3.8138573729
12.33856552
9.8239293274
2.0447003876
-0.748210526
-1.5493234516
-1.3285828844
0.5173211711
-0.226844461
1.6188479953
3.3543554415
2.6177444485
6.7440070903
16.5870755354
8.8526429123
7.0961212322
12.878034814
7.2092593072
1.4374507766
-2.255696115
-2.6276732496
6.1532678896
16.425746152
8.0196478685
6.9697981334
9.0177207272
2.4839417501
4.7159739818
10.814137086
5.5804863415
5.1009581021
11.0260250826
8.265503862
10.4450815766
18.1645372749
13.1873390579
17.1576838084
29.0013894926
23.6186480268
16.3704705103
22.0009283213
9.5739852953
5.0105402854
7.0093459915
1.9756649965
0.0452559326
0.5846548077
0.6149733667
1.7045885327
4.067839195
2.479235173
2.1174410815
12.1460984614
13.5570640386
9.9092178547
12.8616210019
14.1617714306
10.3556643276
14.7077957583
13.8249230769
6.6138949251
5.9457015944
4.5747170862
7.8843936204
21.4290827544
27.22325121
21.4620396814
14.9895029829
7.0712434243
4.2352532386
16.5236767719
15.9736514751
6.2246519067
3.6242670774
2.3944126839
0.0157102242
1.7937318861
3.1639849063
1.0900723978
5.0420577618
7.4100472015
1.4799273025
0.330712211
2.7760943717
0.4375239634
3.8287854863
7.0196729746
4.8787469356
8.7079058828
9.1748154067
4.5316885333
5.8813670222
11.1449457965
3.2697399644
1.3574846958
2.1682391796
-0.1991120709
2.3330456632
8.3997802607
4.4300995092
5.6533909515
11.0261104645
4.4035841635
7.1009294111
7.2178411567
7.1328286211
13.2270675385
13.8001302379
9.0046415676
8.1350019851
8.981488469
5.6135476318
5.2708224859
3.5316103189
0.5023186914
1.9011882918
4.5185971803
2.20376501
4.8883871582
9.2077272686
6.067990976
9.3853686887
22.9214807835
15.4279067527
10.1742231954
7.793860305
7.0597642714
12.1552819488
13.5107472092
4.4979418457
1.1674961474
2.0807400571
1.292530529
3.7064477378
12.8684949352
7.5475328115
4.2317401105
5.9357789029
3.2751015255
3.7833751985
8.0980344319
6.0929127197
8.4030587741
15.2628562249
11.498434434
7.9215994995
7.678948769
3.5856155658
6.4604106634
26.183109422
17.4763903174
16.1436237404
20.7721595552
10.3504375868
5.8628224406
8.4155253134
5.15718215
10.4285319936
18.3107678844
19.4038773562
29.90651742
45.085268599
29.9542497557
32.2955481434
42.1047412358
18.8263124581
5.7296563125
-0.4688846892
-4.0977313219
0.3309569402
4.9000779871
3.7681657383
8.5544657398
13.1170550053
5.4110705811
3.1156424524
2.1631906095
-1.0243802987
-0.244354171
2.2852851973
3.0165276112
6.1977342759
11.6254141792
6.20689632
3.9084255031
6.7212382144
4.4495645702
1.552665958
-1.2350159316
-1.4535756552
2.7271020709
8.8946407486
5.0806732143
2.463477191
1.2623258919
0.3696243462
0.4773764719
1.4317529448
0.4763801525
1.2325222146
5.8158964109
4.9840231499
7.0024988906
15.9975285473
11.5874948883
8.2952169499
15.014255196
11.1193485103
1.8888015266
-2.446414319
-3.7253327545
2.3139640867
11.3879318311
7.7652117966
4.3971474852
5.9104665866
3.6639064618
4.3307519909
19.2923481725
17.0912990371
20.9589279639
33.3611329184
21.3254368115
20.7530323942
22.2371750176
11.1669796175
10.1837936017
31.7667118847
17.6874573456
6.9325828647
5.9318197272
0.7910575724
4.6838767768
6.7701740888
4.3351528026
6.2055781446
6.588135053
2.5931726843
3.1492387221
2.831613511
2.7594219923
11.8170540086
15.4578893093
12.4568771254
25.5487841047
42.997129802
31.3916907045
42.4537423928
39.4019259276
14.5662962818
3.1893484273
-2.5350370405
0.5933192741
10.7519552516
9.8764974029
7.8727711716
15.0594715476
10.8658800784
4.1386970888
4.7464656188
4.8221290028
3.3941610638
20.0123151026
22.8227728195
14.8648458221
20.5941881367
22.8818565985
17.4827360169
24.2736502218
25.5412195288
13.3346471483
9.0389720132
0.9134178658
-1.9304724881
-0.9395235662
-3.57915741
-1.5572550106
0.922724177
1.0081083504
3.7132864608
2.438089655
1.9268750934
7.9026425662
14.765376749
7.5422030436
4.2703619944
7.0061569562
3.4113927312
7.5963195231
21.4111101251
8.6082137339
2.3192584516
-0.3788102708
1.6852267011
9.1282672006
14.2899364243
8.5421333831
6.4935927417
5.2873601565
3.4003007684
5.4316014728
6.898652412
1.955076161
1.9213504237
3.9821831787
1.5412690787
5.6585960506
11.9509679215
6.5922960541
7.3885714184
22.7618271808
16.7768464786
7.413717633
6.8322672813
2.7632312035
12.3171175271
32.8448943872
19.3699350977
17.8324474021
30.3803148079
20.6779272393
23.0964630656
28.646485617
14.7503676539
29.8294857696
48.6712726787
28.1288014123
29.3124752157
30.9529360431
18.9600217596
34.5704705352
45.1323685711
26.0604917178
27.3506448783
16.7606054743
9.6005655307
19.0658016689
18.1273353065
12.0830859819
18.3800536684
13.9543549541
13.8880424527
22.6503786423
23.4444247955
12.8741548674
20.1348331452
27.7583686264
16.4962039608
20.7142551801
25.4266600945
12.7697037104
13.2676618182
22.1968116662
11.7657245945
11.0382352664
8.7962261216
5.9401187244
19.4770380928
28.4530922816
16.9388003232
19.2398541915
21.0318238301
9.9669242643
18.1480186251
25.8782377236
13.707796914
18.0041043983
29.577889035
18.1099821249
22.5541870114
36.8521554472
19.1351771404
17.8408899426
24.4528060532
12.7843539548
13.5836617809
10.7064335514
4.3104661872
6.3629751179
7.7271341412
3.9379621593
3.020698104
-1.0397705458
-2.1933892676
-0.1044249277
3.0991260391
8.7746722769
13.3987708469
6.6205347635
3.9491616918
5.1062115885
3.4984551467
3.7916395759
8.1259927577
7.6939837263
8.5662930592
9.5640726059
4.5947899234
7.7707899768
18.6031665263
19.1680342334
17.4047304535
23.1078923547
17.6597930515
9.99987106
8.7209923114
6.6382745186
4.6278712228
11.3997430193
11.2725118653
5.4351015311
6.7805877342
10.4929800916
7.5030615657
27.7033071662
46.5459620983
27.51525415
21.744445198
13.3426420986
7.3617144575
28.9223905832
28.1021993063
18.8587515799
18.2428413718
12.5949205843
5.4119195665
6.1603545259
8.2758358318
5.4110233577
6.211974107
9.4545017753
5.8251270598
9.5938180791
17.4815969441
9.8917096089
9.2830082782
16.2142943071
10.463206196
8.236492217
7.4525397943
2.317756042
10.7826639333
23.2621938468
12.887466672
9.0292479584
8.1609270836
4.5130203304
4.256425239
6.5278245715
6.2530136938
8.5807436687
15.2979458152
14.7397652144
11.7826464108
22.9758870276
24.9765398623
25.835226204
51.5630660718
47.8367805371
29.3757911054
24.1001176454
13.4974351318
15.7955629872
35.5726214513
27.9057718377
24.7723187926
38.0974162426
17.961570852
16.6150207144
27.7180778787
15.2200815249
16.0569102466
32.1604838473
16.6555043364
15.698782345
35.6253503719
20.8045569878
18.7144398007
31.8207808818
19.6383666833
15.7523002176
13.5341509021
9.9957124586
23.4302102792
33.4279625101
19.6364608519
16.6953985106
24.8061397958
11.5793622471
10.0701849924
12.9766818049
6.8457724894
8.4655774075
29.3872449431
18.70331377
10.0148574081
11.6951874161
8.2627863078
9.9928584856
28.1884420973
23.2668244774
16.1494929041
18.1303268604
8.2207987108
6.0979280198
12.7493417152
9.5322443871
13.0662157741
17.893341199
11.5244245363
6.9424776526
9.4120603792
8.9273037937
8.16648627
11.103344548
13.2411477383
15.2538626899
19.6054305765
23.0111648487
13.0918012967
12.7302864758
16.2601148257
6.9033066845
4.4481345933
2.6487535042
2.1081568074
7.0052575029
10.2493934755
6.085327739
5.8654201599
7.3022446949
4.2193243013
6.3682314663
10.8743994632
10.5770114655
11.7944771269
13.5157586958
10.8795759126
10.1127856196
15.0510915086
10.5968354923
5.7301228367
9.0970842804
7.573638834
4.817529824
7.8003660469
5.8546179047
6.7147864385
17.0128165451
15.9351187151
9.3951509598
7.4446458998
4.2543762913
2.6997933401
3.3675528062
3.3753857762
3.9571557805
6.297136929
8.1132761574
6.8045270087
11.7873519717
19.3765874825
10.4349756315
13.7628692373
26.8683249218
12.4905107823
3.3790372916
0.9535194357
-1.3491453556
6.7216516866
2.3629354156
3.2960745544
14.3686223159
9.116264822
6.2481329757
6.9433927991
4.1019522266
2.5212423576
4.0811293979
3.2408702523
1.7039144689
3.7444527539
5.8294920056
3.4463056097
6.1090065729
6.8735154605
1.6038254333
0.7955639884
-1.8236429798
3.1874816859
14.1454960299
14.3829101878
10.1481006875
15.9689088975
16.308569123
12.4089162235
19.9072013338
16.8039724284
4.4667421766
1.6059143883
1.4061238796
1.9640880932
7.4345088405
12.1881675409
6.5482131313
7.8412484206
10.25601279
1.3097359266
-1.5817012526
-4.4559010772
-2.6104572157
3.1004034721
6.0587052923
4.5161131575
4.8679486342
3.5649623257
1.2719882807
7.2386571109
10.9767784474
4.479508426
