reading
12.72
22.96
3.248
3.904
21.936
7.744
3.616
4.05828
4.5528900000000005
1.808
17.28
11.44
9.408
24.016
2.8480000000000003
1.00186
4.048
2.03958
6.816
16.304000000000002
9.44
0.768
2.66133
20.112000000000002
26.32
6.96
4.112
16.528
17.2
1.216
1.5519999999999998
11.088
21.552
2.3040000000000003
18.864
1.6640000000000001
12.687999999999999
0.48
16.512
15.504000000000001
4.064
0.336
0.0
4.42321
2.512
15.44
6.8030800000000005
1.808
21.168000000000006
3.4560000000000004
8.576
24.592
12.752
6.59685
2.3680000000000003
7.591769999999999
11.68
7.824
4.048
29.344
0.496
25.36
17.152
7.588660000000001
2.784
2.912
10.8
11.008
3.7760000000000002
26.96
20.704
8.288
1.4240000000000002
23.311999999999998
3.088
0.570375
12.752
23.904
4.67491
3.36
2.8160000000000003
28.831999999999997
9.664
6.032
21.984
5.216
2.6239999999999997
2.8
26.48
17.136
2.448
6.896
17.712
5.472
21.776
2.256
16.704
19.488
1.696
16.864
14.864
18.32
19.296
22.94400000000001
14.64
0.0
23.375999999999998
7.72301
3.3187699999999998
2.336
27.664
13.84
12.992
21.52
2.336
27.872
5.7920000000000025
27.16800000000001
19.312
3.2319999999999998
20.848000000000006
12.128
1.104
22.688000000000002
12.304
21.52
9.824
0.31279
3.488
16.704
4.416
15.408
5.7120000000000015
12.464
1.136
18.864
14.607999999999999
0.772246
15.888
16.688
9.104
16.208
18.896
2.3040000000000003
5.4879999999999995
5.088
21.232
2.24
2.336
21.408
3.984
23.32800000000001
5.93767
23.456
2.176
2.576
25.552
17.824
1.9040000000000001
4.592
8.064
7.888
22.912
3.2319999999999998
1.7919999999999998
23.712
14.687999999999999
0.528
1.52
10.672
10.48
1.984
15.152000000000001
17.712
1.344
14.288
10.208
9.696
4.24
12.4
14.0
12.032
15.056
18.688
21.984
22.272
19.535999999999998
11.408
17.664
22.191999999999997
3.9360000000000004
22.208000000000002
3.92
16.464000000000002
2.336
27.16800000000001
0.719368
1.6159999999999999
10.032
6.192
8.863999999999997
1.4240000000000002
9.232000000000001
15.664000000000001
29.76
19.36
6.016
8.687999999999999
25.68
4.112
15.6
6.096
13.168
19.168
8.224
2.6719999999999997
1.8719999999999999
9.904
0.666475
12.48
2.112
18.8
2.096
18.752
0.9440000000000001
6.37412
4.4
1.392
15.984000000000002
3.00509
2.496
12.495999999999999
14.56
7.423999999999999
20.464000000000002
15.792
23.408
2.7680000000000002
6.43082
4.784
12.815999999999999
12.815999999999999
3.12
14.272
1.9040000000000001
2.864
1.52
9.296
2.496
12.4
3.008
0.46399999999999997
0.59653
3.392
0.608
22.016
15.648
2.688
12.895999999999999
0.624
15.872
23.16800000000001
4.272
7.84
10.335999999999999
1.472
7.2479999999999976
5.952000000000001
6.833589999999999
12.96
1.392
0.6168520000000001
6.944
2.992
21.695999999999998
2.496
25.68
17.792
0.0
14.352
8.144
28.64
12.687999999999999
11.664000000000001
3.5039999999999996
8.016
17.008
9.408
3.088
16.208
5.5520000000000005
17.008
12.095999999999998
19.584
19.184
16.8
9.504
17.184
2.48
6.32
22.448
17.776
1.536
7.12
19.248
14.607999999999999
18.96
15.36
3.9360000000000004
1.4880000000000002
8.096
17.312
4.08
3.9360000000000004
2.528
17.727999999999994
3.088
21.488000000000003
21.695999999999998
2.128
12.512
11.184000000000001
4.6080000000000005
19.168
16.288
26.511999999999997
27.471999999999998
1.52
21.504
8.912
19.808
14.175999999999998
23.984
14.767999999999999
8.8
17.824
23.888
16.496
16.144000000000002
2.176
25.92
13.552
5.5520000000000005
1.936
5.088
14.847999999999999
0.708017
9.52
1.344
23.648000000000003
27.184
2.496
15.728
4.4
1.4880000000000002
15.888
21.68
4.192
17.008
26.736
1.76
18.208
6.48
22.272
1.344
13.952
21.552
2.46822
18.72
12.88
2.992
17.824
2.0
2.32939
1.8880000000000001
2.48
24.16
12.752
2.256
21.984
18.656
4.416
0.573863
21.951999999999998
3.97989
1.2
2.11072
21.936
13.504000000000001
16.272000000000002
14.24
1.1520000000000001
1.584
22.784000000000002
3.696
10.144
24.08
23.44
12.784
8.05653
22.624000000000002
2.272
3.408
16.16
21.328000000000007
2.144
2.56968
21.535999999999998
15.152000000000001
3.088
3.68
1.9040000000000001
9.104
13.152000000000001
1.36
16.896
19.567999999999998
5.904
2.096
2.16
9.296
13.616
5.728
6.896
10.495999999999999
15.392000000000001
14.847999999999999
16.032
1.28
10.5728
16.896
14.432
4.4827900000000005
15.888
19.055999999999997
26.288
14.992
0.368
6.4639999999999995
26.191999999999997
14.847999999999999
14.4
1.68
15.248
3.04
18.672
1.8719999999999999
1.632
29.888
8.464
4.992
10.767999999999999
2.224
2.448
10.655999999999999
1.456
28.224
16.544
3.1839999999999997
8.81323
15.696
4.128
2.352
8.72
1.4240000000000002
3.616
6.496
0.9440000000000001
16.736
2.592
7.504
19.936
24.56
12.575999999999999
8.8
14.655999999999999
16.576
2.1919999999999997
4.32364
14.96
8.544
1.024
22.208000000000002
18.224
10.144
23.728
20.976
12.432
27.392
3.904
22.031999999999996
10.432
10.895999999999999
9.872
21.28
0.736
18.192
1.584
12.208
23.104
1.4240000000000002
13.216
19.152
11.472000000000001
2.096
3.44
24.544
21.151999999999997
15.664000000000001
2.752
2.64
21.76
9.824
17.776
3.7724900000000003
12.255999999999998
17.456
2.336
18.464000000000002
3.792
1.4240000000000002
2.464
1.6640000000000001
9.450660000000001
2.928
11.344000000000001
2.2880000000000003
5.68
13.184000000000001
11.824000000000002
2.176
3.952
16.992
2.48
5.904
16.96
14.495999999999999
4.752
29.888
18.304000000000002
5.36
25.872
8.368
8.110339999999999
22.752
2.16
22.528000000000002
18.608
3.12
6.064
24.336
2.56
2.128
13.632
8.384
18.736
7.874519999999999
15.984000000000002
18.336
1.936
17.12
17.52
22.576
11.328
16.032
11.376
11.792
0.400352
21.296
20.416
24.368000000000002
3.968
9.216000000000001
9.904
4.16
14.847999999999999
21.872
29.151999999999997
1.472
14.288
24.64
6.784
2.544
11.4517
16.512
